;CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE
93;I-200-10310-210700;CERTIFIED-WITHDRAWN;2010-11-06;2014-10-18;H-1B;11/08/2010;09/30/2011;VINSYS INFORMATION TECHNOLOGY INC;12020 SUNRISE VALLEY DRIVE, SUITE:100;;RESTON;VA;20191;UNITED STATES OF AMERICA;;7033714120.0;;;;;SOFTWARE PROGRAMMER;15-1021.00;COMPUTER PROGRAMMERS;514511.0;1.0;Y;49546.0;Year;Level I;Other;2010.0;OFLC ON-LINE DATA CENTER;50000 - 70000;Hour;N;N;JERSEY CITY;HUDSON COUNTY;NJ;07310
94;I-200-10311-481687;CERTIFIED-WITHDRAWN;2010-11-09;2014-10-18;H-1B;01/31/2011;01/31/2014;VINSYS INFORMATION TECHNOLOGY INC;12020 SUNRISE VALLEY DRIVE, SUITE:100;;RESTON;VA;20191;UNITED STATES OF AMERICA;;7033714120.0;;;;;SOFTWARE ENGINEER;15-1032.00;COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE;514511.0;1.0;Y;66581.0;Year;Level I;Other;2010.0;OFLC ON LINE DATA CENTER;72000 - 95000;Year;N;N;MOUNT LAUREL;BURLINGTON;NJ;08054
95;I-200-10313-706558;CERTIFIED;2015-02-18;2015-02-24;H-1B;08/10/2015;08/09/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781.0;;LAURIE SNIDER;DALLAS;TX;RESERVOIR ENGINEERING ADVISOR;17-2171;PETROLEUM ENGINEERS;324110.0;1.0;Y;197954.0;Year;Level IV;OES;2014.0;OFLC ONLINE DATA CENTER;197954 - 255240;Year;N;N;HOUSTON;HARRIS;TX;77079
96;I-200-10314-530258;CERTIFIED-WITHDRAWN;2015-03-04;2015-07-02;H-1B;09/01/2015;08/31/2018;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838.0;;JAMES ALEXANDER;WASHINGTON;DC;RISK MODELING SENIOR;15-2031;OPERATIONS RESEARCH ANALYSTS;522294.0;1.0;Y;64085.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;64100 - 130000;Year;N;N;MCLEAN;FAIRFAX;VA;22102
97;I-200-10320-419136;CERTIFIED;2014-09-29;2014-10-03;H-1B;09/30/2014;09/30/2017;T-MOBILE USA, INC.;12920 SE 38TH ST;;BELLEVUE;WA;98006;UNITED STATES OF AMERICA;;4253834172.0;;REBECCA VAN UITERT;CHICAGO;IL;SENIOR ENGINEER, SOFTWARE APPLICATIONS;15-1141;DATABASE ADMINISTRATORS;517212.0;1.0;Y;95594.0;Year;;Other;2014.0;US MERCER BENCHMARK DATABASE SURVEY;95594.00 - 99639.87;Year;N;N;PARSIPPANY;MORRIS;NJ;07054
98;I-200-10320-665907;CERTIFIED;2015-02-17;2015-02-23;H-1B;08/09/2015;08/08/2018;PHILLIPS 66 COMPANY;3010 BRIARPARK DRIVE;PINNACLE WESTCHASE, OFFICE 9000;HOUSTON;TX;77042;UNITED STATES OF AMERICA;;2812936600.0;;LAURIE SNIDER;DALLAS;TX;ASSOCIATE ENGINEER;19-2032;MATERIALS SCIENTISTS;2111.0;1.0;Y;40706.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;84160 - 126240;Year;N;N;BARTLESVILLE;WASHINGTON;OK;74003
99;I-200-10327-381878;CERTIFIED;2015-02-13;2015-02-22;H-1B;05/03/2015;05/02/2018;ISR INFO WAY, INC.;559 D'ONOFRIO DRIVE, SUITE 101 & 102;;MADISON;WI;53719;UNITED STATES OF AMERICA;;6088277884.0;;JOHN BOUDIA;SOUTHFIELD;MI;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511.0;1.0;Y;74776.0;Year;Level II;Other;2014.0;OFLC ONLINE DATA CENTER;74776 - 90000;Year;Y;N;CHARLOTTE;MECKLENBURG;NC;28262
100;I-200-10336-708819;CERTIFIED-WITHDRAWN;2015-02-26;2015-07-08;H-1B;08/12/2015;06/18/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781.0;;LAURIE SNIDER;DALLAS;TX;PRINCIPAL GEOLOGIST;19-2042;GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS;324110.0;1.0;Y;91520.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;170160 - 255240;Year;N;N;HOUSTON;HARRIS;TX;77079
101;I-200-10337-130227;CERTIFIED-WITHDRAWN;2014-09-16;2015-02-12;H-1B;02/01/2015;09/28/2016;JOHNS HOPKINS UNIVERSITY;1620 MCELDERRY STREET;;BALTIMORE;MD;21205;UNITED STATES OF AMERICA;;4109553371.0;;;;;RESEARCH TECHNOLOGIST;19-4021;BIOLOGICAL TECHNICIANS;611310.0;1.0;Y;27768.0;Year;Level I;Other;2014.0;OFLC ONLINE DATA CENTER;33955 -;Year;N;N;BALTIMORE;BALTIMORE CITY;MD;21205
102;I-200-10340-007115;CERTIFIED;2015-02-25;2015-03-03;H-1B;08/27/2015;08/27/2018;INFORMATION MANAGEMENT SERVICES, INC.;6110 EXECUTIVE BLVD., SUITE 310;;ROCKVILLE;MD;20852;UNITED STATES OF AMERICA;;3019843445.0;;SUSAN GAO;FALLS CHURCH;VA;STATISTICIAN;15-2041;STATISTICIANS;5416.0;1.0;Y;73050.0;Year;Level I;Other;2014.0;OFLC ONLINE DATA CENTER;85000 -;Year;N;N;ROCKVILLE;MONTGOMERY;MD;20852
103;I-200-10349-863015;CERTIFIED-WITHDRAWN;2015-03-04;2015-07-08;H-1B;08/18/2015;08/17/2018;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2812932781.0;;LAURIE SNIDER;DALLAS;TX;SENIOR COMPLETION ENGINEER;17-2141;MECHANICAL ENGINEERS;324110.0;1.0;Y;124030.0;Year;Level IV;OES;2014.0;OFLC ONLINE DATA CENTER;149120 - 223680;Year;N;N;HOUSTON;HARRIS;TX;77079
104;I-200-10351-183252;CERTIFIED;2015-02-24;2015-03-02;H-1B;08/18/2015;08/17/2018;LANYON SOLUTIONS, INC.;717 N. HARWOOD ST., SUITE 2000, 2100, 2200;;DALLAS;TX;75201;UNITED STATES OF AMERICA;;8172265656.0;;LAURIE SNIDER;DALLAS;TX;ASSOCIATE DEVELOPER;15-1131;COMPUTER PROGRAMMERS;511210.0;1.0;Y;48110.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;50000 - 50001;Year;N;N;DALLAS;DALLAS;TX;75201
105;I-200-10362-295253;CERTIFIED-WITHDRAWN;2015-03-05;2015-07-08;H-1B;08/20/2015;08/19/2018;ALCOHOL MONITORING SYSTEMS INC;1241 W MINERAL, SUITE 200;;LITTLETON;CO;80120;UNITED STATES OF AMERICA;;3037857868.0;;LAURIE SNIDER;DALLAS;TX;SOFTWARE DEVELOPER;15-1131;COMPUTER PROGRAMMERS;334519.0;1.0;Y;54246.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;80000 - 95000;Year;N;N;LITTLETON;ARAPAHOE;CO;80120
106;I-200-11006-170858;CERTIFIED;2014-10-13;2014-10-17;H-1B;11/17/2014;11/17/2017;PERKINS + WILL, INC.;215 PARK AVENUE SOUTH;;NEW YORK;NY;10003;UNITED STATES OF AMERICA;;2122517000.0;;Jean KIM;SAN FRANCISCO;CA;INTERN ARCHITECT II;17-1011;ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL;541310.0;1.0;Y;53976.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;57000 -;Year;N;N;WASHINGTON;DISTRICT OF COLUMBIA;DC;20037
107;I-200-11006-889331;CERTIFIED-WITHDRAWN;2014-08-12;2015-06-30;H-1B;08/25/2014;08/24/2017;TECHNIP USA, INC.;11700 KATY FREEWAY;SUITE 150;HOUSTON;TX;77079;UNITED STATES OF AMERICA;;2818701111.0;;LARA CLARK;HOUSTON;TX;STAFF SPECIALIST;17-2051;CIVIL ENGINEERS;541330.0;1.0;Y;77085.0;Year;;Other;2014.0;DIETRICH SPRING 2014 ENGINEERING SALARY SURVEY;100000.16 -;Year;N;N;HOUSTON;HARRIS;TX;77079
108;I-200-11007-458960;CERTIFIED;2015-06-22;2015-06-26;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;WEB DEVELOPER;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;37586.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;61800 -;Year;Y;N;LOUISVILLE;JEFFERSON;KY;40202
109;I-200-11007-856392;CERTIFIED;2015-05-11;2015-05-16;H-1B;09/26/2015;09/16/2018;ELEMICA, INC.;550 E. SWEDESFORD ROAD;SUITE 310;WAYNE;PA;19087;UNITED STATES OF AMERICA;;4842534088.0;;LAWRENCE RUDNICK;PHILADELPHIA;PA;ASSOCIATE PRODUCT MANAGER;13-1161;MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS;541512.0;1.0;Y;50794.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;50794 - 78160;Year;N;N;ATLANTA;FULTON;GA;30342
110;I-200-11010-781054;CERTIFIED;2015-06-22;2015-06-26;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;63981.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;69200 -;Year;Y;N;DALLAS;DALLAS;TX;75234
111;I-200-11010-803297;CERTIFIED;2015-06-22;2015-06-26;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;63981.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;69200 -;Year;Y;N;DALLAS;DALLAS;TX;75234
112;I-200-11011-052779;CERTIFIED;2015-06-19;2015-06-25;H-1B;06/22/2015;06/15/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1021.00;COMPUTER PROGRAMMERS;541511.0;1.0;Y;63523.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;64500 -;Year;Y;N;SCOTTSDALE;MARICOPA;AZ;85260
113;I-200-11011-203959;CERTIFIED;2015-06-22;2015-06-26;H-1B;06/22/2015;06/17/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;56368.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;71500 -;Year;Y;N;PRINCETON;MERCER;NJ;08540
114;I-200-11012-477570;CERTIFIED;2015-06-22;2015-06-26;H-1B;06/22/2015;06/11/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER SYSTEMS ENGINEER/ARCHITECT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;65291.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;DANBURY;FAIRFIELD;CT;06810
115;I-200-11013-173951;CERTIFIED;2015-06-22;2015-06-26;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;67059.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;WOONSOCKET;PROVIDENCE;RI;02895
116;I-200-11013-564836;CERTIFIED;2015-06-22;2015-06-26;H-1B;06/22/2015;06/15/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;WEB DEVELOPER;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;51480.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;83000 -;Year;Y;N;STAMFORD;FAIRFIELD;CT;06902
117;I-200-11013-689415;CERTIFIED;2015-06-22;2015-06-26;H-1B;06/22/2015;06/16/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;52354.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;61800 -;Year;Y;N;LOUISVILLE;JEFFERSON;KY;40202
118;I-200-11013-978186;WITHDRAWN;2014-04-03;2015-05-21;H-1B;09/14/2014;09/13/2017;NICO HOLDINGS LLC;222 W. ADAMS STREET;SUITE 1500;CHICAGO;IL;60606;UNITED STATES OF AMERICA;;3122539007.0;;KEVIN AISTON;CHICAGO;IL;FINANCIAL ENGINEER - MODELING;15-2031;OPERATIONS RESEARCH ANALYSTS;523130.0;1.0;Y;59862.0;Year;Level II;OES;2013.0;OFLC ONLINE DATA CENTER;106249.93 -;Year;N;N;CHICAGO;COOK;IL;60606
119;I-200-11014-717281;CERTIFIED;2015-06-19;2015-06-25;H-1B;06/22/2015;08/16/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;65749.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;69000 -;Year;Y;N;SCHENECTADY;SCHENECTADY;NY;12345
120;I-200-11019-055526;CERTIFIED-WITHDRAWN;2013-06-12;2015-09-14;H-1B;09/01/2013;08/31/2016;COLUMBIA UNIVERSITY;630 WEST 168TH STREET;BOX 57B;NEW YORK;NY;10032;UNITED STATES OF AMERICA;;2123055455.0;;;;;POSTDOCTORAL RESEARCH SCIENTIST;19-1099.99;LIFE SCIENTISTS, ALL OTHER;611310.0;1.0;Y;35908.6;Year;Level I;OES;2013.0;OFLC ONLINE DATA CENTER;47000 -;Year;N;N;NEW YORK;NEW YORK;NY;10032
121;I-200-11019-208800;CERTIFIED;2015-06-26;2015-07-02;H-1B;12/06/2015;12/05/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;WEB DEVELOPER;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;70325.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;83500 -;Year;Y;N;SEATTLE;KING;WA;98101
122;I-200-11019-545072;CERTIFIED-WITHDRAWN;2012-03-02;2015-07-31;H-1B;09/01/2012;09/01/2015;CERNER CORPORATION;2800 ROCKCREEK PARKWAY;;NORTH KANSAS CITY;MO;64117;UNITED STATES OF AMERICA;;8162011024.0;;;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512.0;1.0;Y;54226.0;Year;Level I;OES;2011.0;OFLC ONLINE DATA CENTER;60000 -;Year;N;N;NORTH KANSAS CITY;CLAY;MO;64117
123;I-200-11020-194225;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;06/03/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;74630.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;75500 -;Year;Y;N;ATLANTA;FULTON;GA;30339
124;I-200-11020-343739;CERTIFIED;2015-06-26;2015-07-02;H-1B;07/06/2015;07/05/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511.0;1.0;Y;76627.0;Year;Level III;OES;2014.0;OFLC ONLINE DATA CENTER;77000 -;Year;Y;N;ATLANTA;FULTON;GA;30339
125;I-200-11021-112661;CERTIFIED;2015-06-26;2015-07-02;H-1B;06/29/2015;06/23/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;77522.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;86000 -;Year;Y;N;CONCORD;CONTRA COSTA;CA;94520
126;I-200-11021-167436;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;47299.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;64700 -;Year;Y;N;SIOUX FALLS;MINNEHAHA;SD;57104
127;I-200-11021-196865;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;82784.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;84500 -;Year;Y;N;NORWALK;FAIRFIELD;CT;06851
128;I-200-11021-294004;CERTIFIED;2015-06-26;2015-07-02;H-1B;09/11/2015;09/10/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;63523.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;66000 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85054
129;I-200-11021-415855;CERTIFIED-WITHDRAWN;2014-05-06;2015-07-08;H-1B;11/01/2014;10/31/2017;OLAM AMERICAS, INC.;25 UNION PLACE;3RD FLOOR;SUMMIT;NJ;07901;UNITED STATES OF AMERICA;;9089881925.0;;DAVID JACOBSON;NEW YORK;NY;SAP LOGISTICS MANAGER;11-3071;TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS;311920.0;1.0;Y;81016.0;Year;Level III;OES;2014.0;OFLC ONLINE DATA CENTER;84884.80 -;Year;N;N;FRESNO;FRESNO;CA;93720
130;I-200-11021-706509;CERTIFIED;2015-03-02;2015-03-06;H-1B;09/01/2015;08/31/2018;FEDERAL HOME LOAN MORTGAGE CORPORATION;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838.0;;JAMES ALEXANDER;WASHINGTON;DC;ECONOMIC AND FINANCIAL MODELING SENIOR;15-2031;OPERATIONS RESEARCH ANALYSTS;522294.0;1.0;Y;64085.0;Year;Level I;OES;2014.0;OFLC ONLINE DATA CENTER;64100 - 133100;Year;N;N;MCLEAN;FAIRFAX;VA;22102
131;I-200-11024-016818;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DATA WAREHOUSING SPECIALIST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;57886.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;66900 -;Year;Y;N;JACKSONVILLE;DUVAL;FL;32256
132;I-200-11024-279737;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DATA WAREHOUSING SPECIALIST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;57886.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;66900 -;Year;Y;N;JACKSONVILLE;DUVAL;FL;32256
133;I-200-11024-447711;CERTIFIED;2015-06-26;2015-07-02;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;53747.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;64500 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85054
134;I-200-11024-549264;CERTIFIED;2015-06-27;2015-07-02;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;57928.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;70100 -;Year;Y;N;JACKSONVILLE;DUVAL;FL;32256
135;I-200-11024-565041;CERTIFIED;2015-06-26;2015-07-02;H-1B;06/29/2015;06/23/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511.0;1.0;Y;66602.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;69500 -;Year;Y;N;COLLEGEVILLE;MONTGOMERY;PA;19426
136;I-200-11024-720593;CERTIFIED;2015-06-26;2015-07-02;H-1B;08/11/2015;08/10/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;FINANCE & CONTROLLING SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511.0;1.0;Y;64979.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;68500 -;Year;Y;N;WICKLIFFE;LAKE;OH;44092
137;I-200-11024-889190;CERTIFIED;2015-06-26;2015-07-02;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST - TESTING;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511.0;1.0;Y;64314.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;74500 -;Year;Y;N;JERSEY CITY;HUDSON;NJ;07310
138;I-200-11025-134005;WITHDRAWN;2014-10-13;2014-10-13;H-1B;10/13/2014;10/12/2017;SONY ERICSSON MOBILE COMMUNICATIONS (USA) INC.;3333 PIEDMONT ROAD;SUITE 600;ATLANTA;GA;30305;UNITED STATES OF AMERICA;;4044437000.0;;LAURIE SNIDER;DALLAS;TX;TECHNICAL ARTIST;27-1024.00;GRAPHIC DESIGNERS;334220.0;1.0;Y;90397.0;Year;Level IV;OES;2014.0;OFLC ONLINE DATA CENTER;102000.00 - 144000.00;Year;N;N;REDWOOD CITY;SAN MATEO;CA;94065
139;I-200-11026-014385;CERTIFIED;2015-06-27;2015-07-02;H-1B;06/29/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083.0;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511.0;1.0;Y;57096.0;Year;Level II;OES;2014.0;OFLC ONLINE DATA CENTER;71000 -;Year;Y;N;BLOOMFIELD;HARTFORD;CT;06002
